session_id,user_id,search_date,query_category,query_length_words,results_returned,zero_results,clicked_result,successful_search,time_to_first_click_seconds,clicked_rank,watch_minutes_after_search,search_error
SES0046996,USR06889,2026-05-14,How-to,9,11,0,1,0,15.3,2,0.74,0
SES0046997,USR06889,2026-05-08,News,7,22,0,0,0,,,0.0,0
SES0046998,USR06890,2026-05-03,Shopping,4,21,0,1,1,15.7,1,3.85,0
SES0046999,USR06890,2026-05-03,How-to,9,19,0,1,1,14.6,5,7.53,0
SES0047000,USR06890,2026-05-13,Music,5,14,0,1,0,6.5,3,1.97,0
SES0047001,USR06890,2026-05-27,Entertainment,6,22,0,1,1,15.9,1,7.65,0
SES0047002,USR06891,2026-05-19,Entertainment,6,19,0,0,0,,,0.0,0
SES0047003,USR06891,2026-05-09,How-to,5,19,0,0,0,,,0.0,0
SES0047004,USR06891,2026-05-14,Shopping,4,18,0,1,1,9.2,1,4.96,0
SES0047005,USR06891,2026-05-04,Entertainment,6,18,0,1,1,5.0,3,13.33,0
SES0047006,USR06891,2026-05-10,Shopping,3,0,1,0,0,,,0.0,0
SES0047007,USR06891,2026-05-24,Entertainment,5,12,0,0,0,,,0.0,0
SES0047008,USR06892,2026-05-26,Music,3,0,1,0,0,,,0.0,0
SES0047009,USR06892,2026-05-20,Music,5,12,0,1,1,12.6,2,5.14,0
SES0047010,USR06892,2026-05-27,Music,5,11,0,0,0,,,0.0,0
SES0047011,USR06892,2026-05-25,Entertainment,3,22,0,0,0,,,0.0,0
SES0047012,USR06892,2026-05-22,How-to,5,14,0,1,1,5.4,12,14.11,0
SES0047013,USR06893,2026-05-13,News,7,20,0,1,1,7.2,1,3.94,0
SES0047014,USR06893,2026-05-20,News,5,25,0,0,0,,,0.0,0
SES0047015,USR06893,2026-05-25,How-to,5,22,0,1,1,9.1,1,4.84,0
SES0047016,USR06893,2026-05-13,Entertainment,5,17,0,1,0,23.9,3,1.42,0
SES0047017,USR06893,2026-05-17,Entertainment,7,15,0,1,1,6.2,4,7.46,0
SES0047018,USR06893,2026-05-24,News,6,25,0,1,1,16.4,4,6.79,0
SES0047019,USR06893,2026-05-16,News,3,18,0,1,1,8.6,1,4.62,0
SES0047020,USR06893,2026-05-11,Music,3,22,0,0,0,,,0.0,0
SES0047021,USR06893,2026-05-15,News,3,21,0,1,1,7.3,1,8.47,0
SES0047022,USR06894,2026-05-25,Shopping,3,11,0,0,0,,,0.0,0
SES0047023,USR06894,2026-05-21,How-to,2,17,0,1,1,7.6,2,4.72,0
SES0047024,USR06894,2026-05-27,How-to,5,20,0,0,0,,,0.0,0
SES0047025,USR06894,2026-05-07,News,4,0,1,0,0,,,0.0,0
SES0047026,USR06895,2026-05-08,Music,4,22,0,1,1,9.0,1,10.75,0
SES0047027,USR06895,2026-05-21,Music,6,23,0,1,1,13.9,1,11.17,0
SES0047028,USR06895,2026-05-01,How-to,4,22,0,0,0,,,0.0,0
SES0047029,USR06895,2026-05-17,Music,6,24,0,0,0,,,0.0,0
SES0047030,USR06895,2026-05-26,How-to,2,0,1,0,0,,,0.0,0
SES0047031,USR06895,2026-05-26,How-to,4,21,0,0,0,,,0.0,0
SES0047032,USR06895,2026-05-06,How-to,4,20,0,1,1,16.8,3,2.68,0
SES0047033,USR06895,2026-05-03,How-to,2,21,0,0,0,,,0.0,0
SES0047034,USR06895,2026-05-06,Music,5,17,0,1,1,6.2,7,4.84,0
SES0047035,USR06895,2026-05-04,Entertainment,6,19,0,1,1,8.0,1,7.69,0
SES0047036,USR06896,2026-05-13,Entertainment,5,20,0,0,0,,,0.0,0
SES0047037,USR06896,2026-05-07,Entertainment,4,17,0,0,0,,,0.0,0
SES0047038,USR06896,2026-05-23,Shopping,2,16,0,0,0,,,0.0,0
SES0047039,USR06896,2026-05-16,How-to,5,0,1,0,0,,,0.0,0
SES0047040,USR06897,2026-05-12,Shopping,6,18,0,1,1,30.0,1,4.26,0
SES0047041,USR06897,2026-05-11,Entertainment,4,25,0,0,0,,,0.0,0
SES0047042,USR06897,2026-05-23,How-to,2,16,0,0,0,,,0.0,0
SES0047043,USR06897,2026-05-07,Entertainment,5,22,0,1,1,6.1,4,20.65,0
SES0047044,USR06897,2026-05-04,Entertainment,2,16,0,1,1,19.7,3,11.77,0
SES0047045,USR06897,2026-05-23,How-to,4,11,0,0,0,,,0.0,0
SES0047046,USR06897,2026-05-08,News,3,17,0,1,0,6.0,1,1.24,0
SES0047047,USR06897,2026-05-14,Entertainment,7,7,0,1,1,12.6,1,25.2,0
SES0047048,USR06898,2026-05-02,Shopping,6,18,0,1,1,12.2,1,4.8,0
SES0047049,USR06898,2026-05-12,Music,5,20,0,1,1,4.6,1,8.29,0
SES0047050,USR06898,2026-05-07,News,5,11,0,1,1,17.2,6,4.38,0
SES0047051,USR06898,2026-05-10,Entertainment,4,16,0,1,1,12.7,3,8.03,0
SES0047052,USR06898,2026-05-28,News,3,0,1,0,0,,,0.0,0
SES0047053,USR06898,2026-05-06,News,7,0,1,0,0,,,0.0,0
SES0047054,USR06899,2026-05-21,Entertainment,5,19,0,0,0,,,0.0,0
SES0047055,USR06899,2026-05-04,Music,8,18,0,1,1,13.8,2,17.45,0
SES0047056,USR06899,2026-05-27,How-to,2,24,0,1,1,15.5,2,24.49,0
SES0047057,USR06899,2026-05-22,How-to,3,0,1,0,0,,,0.0,0
SES0047058,USR06899,2026-05-23,Music,3,19,0,1,1,10.0,13,10.06,0
SES0047059,USR06900,2026-05-10,How-to,2,0,1,0,0,,,0.0,0
SES0047060,USR06900,2026-05-26,Entertainment,5,12,0,1,1,9.8,4,12.56,0
SES0047061,USR06900,2026-05-05,How-to,1,21,0,0,0,,,0.0,0
SES0047062,USR06900,2026-05-22,How-to,4,0,1,0,0,,,0.0,0
SES0047063,USR06900,2026-05-05,News,5,0,0,0,0,,,0.0,1
SES0047064,USR06900,2026-05-16,Music,3,12,0,0,0,,,0.0,0
SES0047065,USR06900,2026-05-11,News,4,24,0,1,1,13.5,2,11.99,0
SES0047066,USR06900,2026-05-23,How-to,2,17,0,1,1,15.1,2,9.93,0
SES0047067,USR06900,2026-05-02,Shopping,4,22,0,1,1,16.9,4,13.39,0
SES0047068,USR06900,2026-05-15,Entertainment,4,26,0,1,1,12.6,2,6.11,0
SES0047069,USR06900,2026-05-02,How-to,5,22,0,1,1,5.2,7,5.03,0
SES0047070,USR06900,2026-05-14,Entertainment,4,15,0,0,0,,,0.0,0
SES0047071,USR06901,2026-05-06,Entertainment,4,19,0,0,0,,,0.0,0
SES0047072,USR06901,2026-05-20,How-to,4,19,0,1,1,9.2,2,6.14,0
SES0047073,USR06901,2026-05-13,Shopping,2,16,0,1,0,31.4,2,0.22,0
SES0047074,USR06901,2026-05-21,Music,6,19,0,0,0,,,0.0,0
SES0047075,USR06901,2026-05-26,Shopping,2,17,0,1,0,12.5,2,1.48,0
SES0047076,USR06901,2026-05-19,Entertainment,7,13,0,0,0,,,0.0,0
SES0047077,USR06901,2026-05-02,How-to,4,16,0,1,1,4.4,3,4.04,0
SES0047078,USR06902,2026-05-21,How-to,4,16,0,1,1,20.3,7,11.65,0
SES0047079,USR06902,2026-05-07,News,4,28,0,0,0,,,0.0,0
SES0047080,USR06902,2026-05-27,News,4,21,0,1,1,17.0,3,4.41,0
SES0047081,USR06902,2026-05-09,News,6,16,0,1,1,11.2,2,4.49,0
SES0047082,USR06902,2026-05-17,Entertainment,7,24,0,0,0,,,0.0,0
SES0047083,USR06902,2026-05-13,Music,4,25,0,1,1,8.2,4,2.97,0
SES0047084,USR06902,2026-05-17,Shopping,2,17,0,1,1,7.4,4,5.09,0
SES0047085,USR06902,2026-05-19,News,5,17,0,1,0,4.9,4,1.07,0
SES0047086,USR06902,2026-05-09,Shopping,3,0,1,0,0,,,0.0,0
SES0047087,USR06902,2026-05-04,Music,3,17,0,1,0,12.8,2,0.93,0
SES0047088,USR06902,2026-05-13,Music,2,15,0,0,0,,,0.0,0
SES0047089,USR06903,2026-05-16,News,1,14,0,1,0,7.0,1,1.98,0
SES0047090,USR06903,2026-05-21,News,5,16,0,0,0,,,0.0,0
SES0047091,USR06904,2026-05-04,Music,5,13,0,1,1,20.6,1,4.46,0
SES0047092,USR06904,2026-05-04,Entertainment,5,11,0,1,1,6.2,1,2.33,0
SES0047093,USR06904,2026-05-06,How-to,5,21,0,0,0,,,0.0,0
SES0047094,USR06904,2026-05-09,How-to,6,19,0,1,0,7.0,16,1.28,0
SES0047095,USR06904,2026-05-08,Shopping,3,14,0,1,1,17.3,3,5.07,0
SES0047096,USR06904,2026-05-13,Entertainment,2,12,0,0,0,,,0.0,0
SES0047097,USR06904,2026-05-18,How-to,5,13,0,0,0,,,0.0,0
SES0047098,USR06905,2026-05-12,Music,3,0,1,0,0,,,0.0,0
SES0047099,USR06905,2026-05-20,How-to,2,0,1,0,0,,,0.0,0
SES0047100,USR06905,2026-05-24,News,3,23,0,1,0,8.3,2,1.28,0
SES0047101,USR06905,2026-05-24,News,5,24,0,1,1,5.0,4,2.81,0
SES0047102,USR06905,2026-05-07,Music,4,21,0,1,1,3.9,1,2.67,0
SES0047103,USR06905,2026-05-25,Music,1,23,0,0,0,,,0.0,0
SES0047104,USR06905,2026-05-10,Shopping,2,17,0,1,1,4.9,2,8.19,0
SES0047105,USR06905,2026-05-12,Entertainment,6,18,0,0,0,,,0.0,0
SES0047106,USR06905,2026-05-26,Entertainment,4,0,1,0,0,,,0.0,0
SES0047107,USR06906,2026-05-27,Entertainment,3,17,0,1,1,6.3,1,10.87,0
SES0047108,USR06906,2026-05-16,How-to,6,0,1,0,0,,,0.0,0
SES0047109,USR06906,2026-05-20,Entertainment,6,18,0,1,1,10.0,6,3.27,0
SES0047110,USR06906,2026-05-01,Entertainment,3,20,0,0,0,,,0.0,0
SES0047111,USR06906,2026-05-14,Music,2,17,0,1,1,5.2,2,17.88,0
SES0047112,USR06906,2026-05-02,Entertainment,4,21,0,1,1,20.4,2,19.69,0
SES0047113,USR06906,2026-05-03,News,6,25,0,1,1,14.7,2,5.96,0
SES0047114,USR06907,2026-05-06,News,4,18,0,1,1,8.8,2,10.34,0
SES0047115,USR06907,2026-05-11,How-to,4,22,0,1,1,11.7,2,2.76,0
SES0047116,USR06907,2026-05-24,Music,3,22,0,1,1,14.9,4,2.32,0
SES0047117,USR06907,2026-05-20,How-to,6,17,0,1,1,6.9,1,3.07,0
SES0047118,USR06907,2026-05-09,News,4,21,0,1,1,12.5,2,6.46,0
SES0047119,USR06907,2026-05-05,How-to,1,16,0,1,1,6.9,1,4.07,0
SES0047120,USR06907,2026-05-10,Music,4,20,0,0,0,,,0.0,0
SES0047121,USR06908,2026-05-17,How-to,4,17,0,0,0,,,0.0,0
SES0047122,USR06908,2026-05-16,How-to,3,16,0,1,1,9.9,10,3.22,0
SES0047123,USR06908,2026-05-22,Entertainment,5,22,0,1,1,15.3,1,6.97,0
SES0047124,USR06908,2026-05-19,How-to,5,11,0,0,0,,,0.0,0
SES0047125,USR06909,2026-05-09,Entertainment,3,19,0,1,1,10.6,1,2.7,0
SES0047126,USR06909,2026-05-17,Entertainment,3,17,0,1,1,7.1,4,2.91,0
SES0047127,USR06909,2026-05-14,How-to,4,26,0,1,1,8.0,1,6.51,0
SES0047128,USR06909,2026-05-02,Entertainment,3,20,0,0,0,,,0.0,0
SES0047129,USR06909,2026-05-04,News,4,0,1,0,0,,,0.0,0
SES0047130,USR06909,2026-05-27,Entertainment,5,14,0,1,1,8.0,1,10.37,0
SES0047131,USR06909,2026-05-04,Shopping,3,24,0,1,1,8.1,5,4.79,0
SES0047132,USR06909,2026-05-17,News,3,15,0,1,1,8.1,3,9.75,0
SES0047133,USR06909,2026-05-11,News,4,18,0,1,1,17.9,1,11.54,0
SES0047134,USR06910,2026-05-04,How-to,3,0,1,0,0,,,0.0,0
SES0047135,USR06910,2026-05-10,How-to,4,19,0,1,1,12.4,2,15.37,0
SES0047136,USR06910,2026-05-09,Music,5,20,0,0,0,,,0.0,0
SES0047137,USR06910,2026-05-16,How-to,4,22,0,0,0,,,0.0,0
SES0047138,USR06910,2026-05-12,News,4,10,0,1,1,5.8,5,6.08,0
SES0047139,USR06910,2026-05-25,Music,6,21,0,1,1,16.0,11,4.47,0
SES0047140,USR06910,2026-05-14,Entertainment,4,20,0,1,1,9.5,4,2.7,0
SES0047141,USR06910,2026-05-28,Entertainment,3,22,0,0,0,,,0.0,0
SES0047142,USR06910,2026-05-01,Entertainment,4,23,0,1,1,5.5,9,7.96,0
SES0047143,USR06910,2026-05-09,Entertainment,2,22,0,0,0,,,0.0,0
SES0047144,USR06910,2026-05-14,How-to,6,24,0,1,1,8.4,1,3.06,0
SES0047145,USR06910,2026-05-28,Music,4,17,0,0,0,,,0.0,0
SES0047146,USR06910,2026-05-19,News,3,14,0,1,1,26.2,8,3.99,0
SES0047147,USR06910,2026-05-24,News,7,24,0,0,0,,,0.0,0
SES0047148,USR06911,2026-05-12,Entertainment,4,22,0,1,1,9.0,2,8.63,0
SES0047149,USR06911,2026-05-16,Entertainment,6,23,0,1,1,5.9,1,5.98,0
SES0047150,USR06911,2026-05-26,How-to,3,27,0,1,1,14.4,5,4.76,0
SES0047151,USR06911,2026-05-18,How-to,4,18,0,0,0,,,0.0,0
SES0047152,USR06912,2026-05-02,Entertainment,7,27,0,1,1,11.4,2,3.45,0
SES0047153,USR06912,2026-05-03,How-to,6,12,0,1,1,10.6,4,4.01,0
SES0047154,USR06912,2026-05-20,News,6,18,0,0,0,,,0.0,0
SES0047155,USR06912,2026-05-24,How-to,6,26,0,1,1,8.0,1,3.18,0
SES0047156,USR06912,2026-05-14,Music,4,20,0,1,1,5.6,1,6.4,0
SES0047157,USR06912,2026-05-16,Entertainment,3,24,0,1,1,11.4,9,10.63,0
SES0047158,USR06912,2026-05-14,Music,4,11,0,1,1,9.5,5,3.07,0
SES0047159,USR06912,2026-05-10,Entertainment,6,17,0,1,1,9.7,1,7.26,0
SES0047160,USR06912,2026-05-22,News,1,16,0,0,0,,,0.0,0
SES0047161,USR06912,2026-05-04,Music,1,28,0,1,1,46.0,9,3.64,0
SES0047162,USR06912,2026-05-14,Entertainment,4,19,0,1,1,13.5,2,5.38,0
SES0047163,USR06912,2026-05-20,Shopping,5,16,0,1,0,8.7,2,1.57,0
SES0047164,USR06913,2026-05-28,News,2,10,0,0,0,,,0.0,0
SES0047165,USR06913,2026-05-05,How-to,7,23,0,1,1,17.0,1,7.92,0
SES0047166,USR06913,2026-05-04,How-to,5,29,0,1,0,9.7,3,0.72,0
SES0047167,USR06913,2026-05-03,Entertainment,5,13,0,1,1,14.0,4,4.39,0
SES0047168,USR06913,2026-05-18,Music,2,0,1,0,0,,,0.0,0
SES0047169,USR06913,2026-05-15,Shopping,5,20,0,1,1,20.3,7,9.27,0
SES0047170,USR06914,2026-05-14,News,4,12,0,0,0,,,0.0,0
SES0047171,USR06914,2026-05-06,How-to,4,18,0,1,1,7.5,3,8.76,0
SES0047172,USR06914,2026-05-26,Shopping,6,16,0,1,1,7.6,4,4.7,0
SES0047173,USR06914,2026-05-13,Music,5,23,0,1,1,13.4,1,6.91,0
SES0047174,USR06914,2026-05-27,News,2,25,0,0,0,,,0.0,0
SES0047175,USR06914,2026-05-11,How-to,3,14,0,1,0,5.3,2,1.5,0
SES0047176,USR06914,2026-05-26,Music,3,19,0,0,0,,,0.0,0
SES0047177,USR06914,2026-05-10,Music,2,0,1,0,0,,,0.0,0
SES0047178,USR06915,2026-05-28,Music,6,22,0,0,0,,,0.0,0
SES0047179,USR06915,2026-05-09,Entertainment,5,0,1,0,0,,,0.0,0
SES0047180,USR06915,2026-05-10,How-to,4,14,0,1,0,8.7,1,0.47,0
SES0047181,USR06915,2026-05-26,How-to,4,20,0,0,0,,,0.0,0
SES0047182,USR06915,2026-05-03,Entertainment,6,25,0,1,1,8.0,4,7.69,0
SES0047183,USR06916,2026-05-01,Shopping,4,22,0,0,0,,,0.0,0
SES0047184,USR06916,2026-05-05,Shopping,4,26,0,1,0,3.8,1,1.7,0
SES0047185,USR06916,2026-05-27,Entertainment,6,17,0,0,0,,,0.0,0
SES0047186,USR06916,2026-05-05,Shopping,4,18,0,1,1,28.9,1,9.29,0
SES0047187,USR06916,2026-05-25,Music,4,17,0,1,0,4.4,1,0.74,0
SES0047188,USR06916,2026-05-24,How-to,5,26,0,1,1,9.7,1,4.17,0
SES0047189,USR06916,2026-05-15,Music,3,11,0,1,1,14.3,1,10.54,0
SES0047190,USR06916,2026-05-03,News,3,16,0,1,1,5.5,4,6.6,0
SES0047191,USR06917,2026-05-02,How-to,5,19,0,1,1,7.2,1,6.29,0
SES0047192,USR06917,2026-05-21,Music,2,0,1,0,0,,,0.0,0
SES0047193,USR06917,2026-05-28,Entertainment,3,13,0,0,0,,,0.0,0
SES0047194,USR06917,2026-05-23,Shopping,1,20,0,1,1,9.9,2,13.0,0
SES0047195,USR06917,2026-05-17,Entertainment,6,21,0,1,1,9.0,8,8.36,0
SES0047196,USR06917,2026-05-02,Entertainment,5,18,0,1,1,12.1,1,9.83,0
SES0047197,USR06917,2026-05-19,Entertainment,3,19,0,1,1,6.8,1,6.84,0
SES0047198,USR06917,2026-05-24,Shopping,5,14,0,1,1,5.1,3,8.86,0
SES0047199,USR06917,2026-05-19,Shopping,5,18,0,1,0,8.3,1,1.37,0
SES0047200,USR06917,2026-05-15,Music,3,20,0,0,0,,,0.0,0
SES0047201,USR06918,2026-05-25,News,1,18,0,1,0,7.5,3,1.6,0
SES0047202,USR06918,2026-05-27,How-to,5,20,0,0,0,,,0.0,0
SES0047203,USR06918,2026-05-21,News,4,25,0,0,0,,,0.0,0
SES0047204,USR06918,2026-05-08,How-to,2,0,1,0,0,,,0.0,0
SES0047205,USR06918,2026-05-08,Music,7,26,0,1,1,6.4,1,14.71,0
SES0047206,USR06919,2026-05-26,Entertainment,5,19,0,1,1,27.1,2,6.47,0
SES0047207,USR06919,2026-05-27,News,3,19,0,0,0,,,0.0,0
SES0047208,USR06919,2026-05-01,Shopping,4,23,0,0,0,,,0.0,0
SES0047209,USR06919,2026-05-25,Entertainment,2,20,0,1,1,19.9,1,10.21,0
SES0047210,USR06920,2026-05-09,How-to,2,23,0,0,0,,,0.0,0
SES0047211,USR06920,2026-05-07,News,2,16,0,0,0,,,0.0,0
SES0047212,USR06920,2026-05-13,Music,3,23,0,0,0,,,0.0,0
SES0047213,USR06920,2026-05-04,How-to,8,21,0,1,1,15.0,1,3.5,0
SES0047214,USR06920,2026-05-20,How-to,2,13,0,0,0,,,0.0,0
SES0047215,USR06920,2026-05-22,Music,7,23,0,1,1,20.6,1,7.75,0
SES0047216,USR06920,2026-05-16,Entertainment,2,0,1,0,0,,,0.0,0
SES0047217,USR06920,2026-05-15,Entertainment,4,23,0,1,1,11.3,1,10.66,0
SES0047218,USR06920,2026-05-05,Entertainment,2,22,0,1,1,10.7,1,3.7,0
SES0047219,USR06920,2026-05-23,Music,4,17,0,0,0,,,0.0,0
SES0047220,USR06920,2026-05-03,Entertainment,3,25,0,0,0,,,0.0,0
SES0047221,USR06920,2026-05-27,Entertainment,4,27,0,1,1,13.2,10,16.64,0
SES0047222,USR06920,2026-05-01,How-to,3,15,0,0,0,,,0.0,0
SES0047223,USR06921,2026-05-03,Music,4,19,0,1,0,5.9,2,1.95,0
SES0047224,USR06921,2026-05-12,Entertainment,3,0,1,0,0,,,0.0,0
SES0047225,USR06921,2026-05-20,Entertainment,1,19,0,1,1,8.0,1,8.07,0
SES0047226,USR06921,2026-05-13,How-to,3,21,0,1,1,3.8,9,22.5,0
SES0047227,USR06921,2026-05-26,Entertainment,5,17,0,1,1,9.0,5,18.13,0
SES0047228,USR06921,2026-05-23,News,3,10,0,0,0,,,0.0,0
SES0047229,USR06921,2026-05-22,Entertainment,6,17,0,1,0,8.9,3,1.92,0
SES0047230,USR06921,2026-05-15,Shopping,2,23,0,1,0,4.7,1,0.1,0
SES0047231,USR06922,2026-05-21,Music,4,0,1,0,0,,,0.0,0
SES0047232,USR06922,2026-05-15,Shopping,4,21,0,0,0,,,0.0,0
SES0047233,USR06922,2026-05-22,Entertainment,7,15,0,1,1,5.9,3,11.4,0
SES0047234,USR06922,2026-05-25,Entertainment,5,20,0,1,0,22.5,4,0.6,0
SES0047235,USR06922,2026-05-09,Shopping,3,15,0,0,0,,,0.0,0
SES0047236,USR06923,2026-05-20,How-to,1,24,0,0,0,,,0.0,0
SES0047237,USR06923,2026-05-18,Entertainment,5,21,0,1,0,5.4,2,1.41,0
SES0047238,USR06923,2026-05-24,Entertainment,4,21,0,1,1,12.5,2,4.85,0
SES0047239,USR06923,2026-05-01,Entertainment,3,10,0,0,0,,,0.0,0
SES0047240,USR06923,2026-05-16,Entertainment,2,18,0,1,1,6.6,3,11.19,0
SES0047241,USR06923,2026-05-09,Entertainment,5,14,0,1,1,17.5,8,5.7,0
SES0047242,USR06923,2026-05-07,Music,5,15,0,0,0,,,0.0,0
SES0047243,USR06923,2026-05-03,Entertainment,5,12,0,1,1,9.4,1,2.72,0
SES0047244,USR06923,2026-05-04,Shopping,5,12,0,0,0,,,0.0,0
SES0047245,USR06923,2026-05-10,News,8,17,0,1,1,21.2,1,6.08,0
SES0047246,USR06923,2026-05-14,Entertainment,4,18,0,0,0,,,0.0,0
SES0047247,USR06924,2026-05-16,Entertainment,5,23,0,0,0,,,0.0,0
SES0047248,USR06924,2026-05-21,Entertainment,5,0,1,0,0,,,0.0,0
SES0047249,USR06924,2026-05-10,How-to,2,18,0,0,0,,,0.0,0
SES0047250,USR06924,2026-05-09,Entertainment,6,12,0,1,1,30.8,5,5.17,0
SES0047251,USR06924,2026-05-19,Entertainment,6,11,0,1,1,19.4,8,4.49,0
SES0047252,USR06924,2026-05-26,News,2,23,0,1,1,8.2,4,11.1,0
SES0047253,USR06924,2026-05-04,Music,5,18,0,0,0,,,0.0,0
SES0047254,USR06924,2026-05-03,Music,7,12,0,0,0,,,0.0,0
SES0047255,USR06924,2026-05-21,News,6,12,0,0,0,,,0.0,0
SES0047256,USR06924,2026-05-21,Music,4,13,0,0,0,,,0.0,0
SES0047257,USR06924,2026-05-20,Shopping,8,0,1,0,0,,,0.0,0
SES0047258,USR06925,2026-05-14,News,6,24,0,0,0,,,0.0,0
SES0047259,USR06925,2026-05-01,Music,6,21,0,1,1,7.8,2,11.55,0
SES0047260,USR06925,2026-05-26,Shopping,5,16,0,0,0,,,0.0,0
SES0047261,USR06925,2026-05-24,Entertainment,4,25,0,1,1,7.2,2,8.5,0
SES0047262,USR06925,2026-05-06,News,4,16,0,1,1,5.8,1,9.68,0
SES0047263,USR06925,2026-05-09,Entertainment,9,14,0,0,0,,,0.0,0
SES0047264,USR06925,2026-05-16,News,5,21,0,1,1,28.6,2,6.51,0
SES0047265,USR06925,2026-05-04,Music,8,26,0,0,0,,,0.0,0
SES0047266,USR06925,2026-05-25,News,6,20,0,1,1,5.6,1,7.23,0
SES0047267,USR06925,2026-05-20,Entertainment,5,26,0,0,0,,,0.0,0
SES0047268,USR06926,2026-05-08,Shopping,1,27,0,1,1,6.9,1,3.4,0
SES0047269,USR06926,2026-05-25,Music,4,23,0,1,1,12.3,3,5.04,0
SES0047270,USR06926,2026-05-24,Shopping,4,25,0,0,0,,,0.0,0
SES0047271,USR06927,2026-05-04,Entertainment,2,11,0,1,0,8.6,1,1.25,0
SES0047272,USR06927,2026-05-18,Music,3,14,0,1,1,16.2,1,13.0,0
SES0047273,USR06927,2026-05-11,Shopping,8,15,0,0,0,,,0.0,0
SES0047274,USR06927,2026-05-22,News,3,20,0,0,0,,,0.0,0
SES0047275,USR06927,2026-05-25,How-to,4,24,0,0,0,,,0.0,0
SES0047276,USR06927,2026-05-20,Shopping,3,23,0,1,1,9.8,4,12.19,0
SES0047277,USR06927,2026-05-01,Shopping,3,13,0,1,1,13.3,3,6.56,0
SES0047278,USR06928,2026-05-19,How-to,2,27,0,0,0,,,0.0,0
SES0047279,USR06928,2026-05-11,News,4,19,0,1,0,18.3,2,1.51,0
SES0047280,USR06928,2026-05-14,News,3,18,0,1,0,8.2,2,1.96,0
SES0047281,USR06928,2026-05-05,News,2,23,0,1,0,9.6,1,1.5,0
SES0047282,USR06928,2026-05-05,Music,4,20,0,1,0,16.9,4,0.27,0
SES0047283,USR06929,2026-05-13,How-to,4,14,0,0,0,,,0.0,0
SES0047284,USR06929,2026-05-25,News,3,15,0,1,1,6.9,1,3.53,0
SES0047285,USR06929,2026-05-01,Entertainment,2,10,0,1,1,10.4,1,10.02,0
SES0047286,USR06929,2026-05-10,How-to,7,14,0,1,1,16.3,4,3.56,0
SES0047287,USR06929,2026-05-05,Entertainment,3,17,0,1,1,22.9,1,8.23,0
SES0047288,USR06930,2026-05-05,Music,3,12,0,0,0,,,0.0,0
SES0047289,USR06930,2026-05-23,News,6,0,1,0,0,,,0.0,0
SES0047290,USR06930,2026-05-21,Entertainment,7,25,0,1,1,10.7,3,6.97,0
SES0047291,USR06930,2026-05-17,Shopping,7,0,1,0,0,,,0.0,0
SES0047292,USR06930,2026-05-22,Entertainment,6,19,0,0,0,,,0.0,0
SES0047293,USR06931,2026-05-05,How-to,2,31,0,0,0,,,0.0,0
SES0047294,USR06931,2026-05-10,How-to,4,0,1,0,0,,,0.0,0
SES0047295,USR06931,2026-05-23,News,3,23,0,0,0,,,0.0,0
SES0047296,USR06931,2026-05-01,How-to,7,19,0,0,0,,,0.0,0
SES0047297,USR06931,2026-05-27,News,3,23,0,1,0,8.7,1,1.91,0
SES0047298,USR06931,2026-05-28,Entertainment,3,0,1,0,0,,,0.0,0
SES0047299,USR06931,2026-05-06,Shopping,6,27,0,1,1,8.4,1,4.6,0
SES0047300,USR06932,2026-05-22,Shopping,11,30,0,0,0,,,0.0,0
SES0047301,USR06932,2026-05-09,How-to,7,23,0,0,0,,,0.0,0
SES0047302,USR06932,2026-05-08,How-to,4,15,0,0,0,,,0.0,0
SES0047303,USR06932,2026-05-21,Entertainment,5,0,0,0,0,,,0.0,1
SES0047304,USR06932,2026-05-08,Entertainment,3,18,0,1,1,14.4,2,7.55,0
SES0047305,USR06933,2026-05-15,Entertainment,4,16,0,0,0,,,0.0,0
SES0047306,USR06933,2026-05-16,Shopping,7,21,0,1,1,9.4,6,18.41,0
SES0047307,USR06933,2026-05-24,Shopping,6,17,0,0,0,,,0.0,0
SES0047308,USR06933,2026-05-01,Shopping,2,26,0,1,0,11.0,1,1.84,0
SES0047309,USR06933,2026-05-11,News,2,11,0,1,1,10.5,3,4.48,0
SES0047310,USR06933,2026-05-16,News,5,20,0,1,1,19.2,7,4.09,0
SES0047311,USR06934,2026-05-18,How-to,4,20,0,1,1,16.4,2,3.53,0
SES0047312,USR06934,2026-05-07,How-to,4,17,0,1,1,27.1,1,2.29,0
SES0047313,USR06934,2026-05-15,Entertainment,3,24,0,1,0,15.6,3,1.9,0
SES0047314,USR06934,2026-05-13,Music,2,29,0,1,1,5.7,1,11.56,0
SES0047315,USR06934,2026-05-02,Shopping,3,24,0,0,0,,,0.0,0
SES0047316,USR06934,2026-05-14,Entertainment,5,0,1,0,0,,,0.0,0
SES0047317,USR06935,2026-05-15,How-to,3,23,0,0,0,,,0.0,0
SES0047318,USR06935,2026-05-27,Entertainment,4,18,0,1,1,12.9,8,22.66,0
SES0047319,USR06935,2026-05-20,Shopping,3,13,0,0,0,,,0.0,0
SES0047320,USR06935,2026-05-19,Music,5,22,0,0,0,,,0.0,0
SES0047321,USR06935,2026-05-08,Entertainment,3,20,0,0,0,,,0.0,0
SES0047322,USR06935,2026-05-03,News,5,19,0,1,1,13.7,8,7.39,0
SES0047323,USR06935,2026-05-22,Music,1,14,0,1,1,8.4,3,2.51,0
